,Date,Time,Aspect 0 of Phase G  State,Aspect 1 of Phase G  State,Aspect 2 of Phase G  State,Result,Phase
282,03-Jun-17,10:09:25,1,1,0,RedAmber,G
283,03-Jun-17,10:09:25,1,1,0,RedAmber,G
284,03-Jun-17,10:09:25,1,1,0,RedAmber,G
285,03-Jun-17,10:09:25,1,1,0,RedAmber,G
286,03-Jun-17,10:09:25,1,1,0,RedAmber,G
287,03-Jun-17,10:09:25,1,1,0,RedAmber,G
288,03-Jun-17,10:09:25,1,1,0,RedAmber,G
289,03-Jun-17,10:09:26,1,1,0,RedAmber,G
290,03-Jun-17,10:09:26,1,1,0,RedAmber,G
291,03-Jun-17,10:09:26,1,1,0,RedAmber,G
292,03-Jun-17,10:09:26,1,1,0,RedAmber,G
293,03-Jun-17,10:09:27,1,1,0,RedAmber,G
294,03-Jun-17,10:09:27,1,1,0,RedAmber,G
295,03-Jun-17,10:09:27,1,1,0,RedAmber,G
296,03-Jun-17,10:09:27,1,1,0,RedAmber,G
297,03-Jun-17,10:09:28,1,1,0,RedAmber,G
298,03-Jun-17,10:09:28,1,1,0,RedAmber,G
299,03-Jun-17,10:09:28,1,1,0,RedAmber,G
300,03-Jun-17,10:09:28,1,1,0,RedAmber,G
301,03-Jun-17,10:09:28,1,1,0,RedAmber,G
302,03-Jun-17,10:09:28,1,1,0,RedAmber,G
303,03-Jun-17,10:09:28,1,1,0,RedAmber,G
304,03-Jun-17,10:09:29,1,1,0,RedAmber,G
305,03-Jun-17,10:09:29,1,1,0,RedAmber,G
306,03-Jun-17,10:09:29,1,1,0,RedAmber,G
307,03-Jun-17,10:09:29,1,1,0,RedAmber,G
308,03-Jun-17,10:09:30,1,1,0,RedAmber,G
309,03-Jun-17,10:09:30,1,1,0,RedAmber,G
310,03-Jun-17,10:09:30,1,1,0,RedAmber,G
311,03-Jun-17,10:09:30,1,1,0,RedAmber,G
312,03-Jun-17,10:09:30,1,1,0,RedAmber,G
313,03-Jun-17,10:09:31,1,1,0,RedAmber,G
314,03-Jun-17,10:09:31,1,1,0,RedAmber,G
315,03-Jun-17,10:09:31,1,1,0,RedAmber,G
316,03-Jun-17,10:09:31,1,1,0,RedAmber,G
317,03-Jun-17,10:09:31,1,1,0,RedAmber,G
318,03-Jun-17,10:09:31,1,1,0,RedAmber,G
319,03-Jun-17,10:09:32,1,1,0,RedAmber,G
320,03-Jun-17,10:09:32,1,1,0,RedAmber,G
321,03-Jun-17,10:09:32,1,1,0,RedAmber,G
322,03-Jun-17,10:09:32,1,1,0,RedAmber,G
323,03-Jun-17,10:09:32,1,1,0,RedAmber,G
324,03-Jun-17,10:09:33,1,1,0,RedAmber,G
325,03-Jun-17,10:09:33,1,1,0,RedAmber,G
326,03-Jun-17,10:09:33,1,1,0,RedAmber,G
327,03-Jun-17,10:09:33,1,1,0,RedAmber,G
328,03-Jun-17,10:09:34,1,1,0,RedAmber,G
329,03-Jun-17,10:09:34,1,1,0,RedAmber,G
330,03-Jun-17,10:09:34,1,1,0,RedAmber,G
331,03-Jun-17,10:09:34,1,1,0,RedAmber,G
332,03-Jun-17,10:09:34,1,1,0,RedAmber,G
333,03-Jun-17,10:09:34,1,1,0,RedAmber,G
334,03-Jun-17,10:09:35,1,1,0,RedAmber,G
335,03-Jun-17,10:09:35,1,1,0,RedAmber,G
336,03-Jun-17,10:09:35,1,1,0,RedAmber,G
337,03-Jun-17,10:09:35,1,1,0,RedAmber,G
338,03-Jun-17,10:09:36,1,1,0,RedAmber,G
339,03-Jun-17,10:09:36,1,1,0,RedAmber,G
340,03-Jun-17,10:09:36,1,1,0,RedAmber,G
341,03-Jun-17,10:09:36,1,1,0,RedAmber,G
342,03-Jun-17,10:09:36,1,1,0,RedAmber,G
343,03-Jun-17,10:09:37,1,1,0,RedAmber,G
344,03-Jun-17,10:09:37,1,1,0,RedAmber,G
345,03-Jun-17,10:09:37,1,1,0,RedAmber,G
346,03-Jun-17,10:09:37,1,1,0,RedAmber,G
347,03-Jun-17,10:09:37,1,1,0,RedAmber,G
348,03-Jun-17,10:09:37,1,1,0,RedAmber,G
