,Date,Time,Aspect 0 of Phase A  State,Aspect 1 of Phase A  State,Aspect 2 of Phase A  State,Result,Phase
208,03-Jun-17,10:09:09,0,0,1,Green,A
209,03-Jun-17,10:09:10,0,0,1,Green,A
210,03-Jun-17,10:09:10,0,0,1,Green,A
211,03-Jun-17,10:09:10,0,0,1,Green,A
212,03-Jun-17,10:09:10,0,0,1,Green,A
213,03-Jun-17,10:09:10,0,0,1,Green,A
214,03-Jun-17,10:09:11,0,0,1,Green,A
215,03-Jun-17,10:09:11,0,0,1,Green,A
216,03-Jun-17,10:09:11,0,0,1,Green,A
217,03-Jun-17,10:09:11,0,0,1,Green,A
218,03-Jun-17,10:09:12,0,0,1,Green,A
219,03-Jun-17,10:09:12,0,0,1,Green,A
220,03-Jun-17,10:09:12,0,0,1,Green,A
221,03-Jun-17,10:09:12,0,0,1,Green,A
222,03-Jun-17,10:09:12,0,0,1,Green,A
223,03-Jun-17,10:09:13,0,0,1,Green,A
224,03-Jun-17,10:09:13,0,0,1,Green,A
225,03-Jun-17,10:09:13,0,0,1,Green,A
226,03-Jun-17,10:09:13,0,0,1,Green,A
227,03-Jun-17,10:09:13,0,0,1,Green,A
228,03-Jun-17,10:09:13,0,0,1,Green,A
229,03-Jun-17,10:09:14,0,0,1,Green,A
230,03-Jun-17,10:09:14,0,0,1,Green,A
231,03-Jun-17,10:09:14,0,0,1,Green,A
232,03-Jun-17,10:09:14,0,0,1,Green,A
233,03-Jun-17,10:09:15,0,0,1,Green,A
234,03-Jun-17,10:09:15,0,0,1,Green,A
235,03-Jun-17,10:09:15,0,0,1,Green,A
236,03-Jun-17,10:09:15,0,0,1,Green,A
237,03-Jun-17,10:09:15,0,0,1,Green,A
238,03-Jun-17,10:09:16,0,0,1,Green,A
239,03-Jun-17,10:09:16,0,0,1,Green,A
240,03-Jun-17,10:09:16,0,0,1,Green,A
241,03-Jun-17,10:09:16,0,0,1,Green,A
242,03-Jun-17,10:09:17,0,0,1,Green,A
243,03-Jun-17,10:09:17,0,0,1,Green,A
244,03-Jun-17,10:09:17,0,0,1,Green,A
245,03-Jun-17,10:09:17,0,0,1,Green,A
246,03-Jun-17,10:09:17,0,0,1,Green,A
247,03-Jun-17,10:09:17,0,0,1,Green,A
248,03-Jun-17,10:09:17,0,0,1,Green,A
249,03-Jun-17,10:09:18,0,0,1,Green,A
250,03-Jun-17,10:09:18,0,0,1,Green,A
251,03-Jun-17,10:09:18,0,0,1,Green,A
252,03-Jun-17,10:09:18,0,0,1,Green,A
253,03-Jun-17,10:09:19,0,0,1,Green,A
254,03-Jun-17,10:09:19,0,0,1,Green,A
255,03-Jun-17,10:09:19,0,0,1,Green,A
256,03-Jun-17,10:09:19,0,0,1,Green,A
257,03-Jun-17,10:09:19,0,0,1,Green,A
258,03-Jun-17,10:09:20,0,0,1,Green,A
259,03-Jun-17,10:09:20,0,0,1,Green,A
260,03-Jun-17,10:09:20,0,0,1,Green,A
261,03-Jun-17,10:09:20,0,0,1,Green,A
262,03-Jun-17,10:09:21,0,0,1,Green,A
263,03-Jun-17,10:09:21,0,0,1,Green,A
264,03-Jun-17,10:09:21,0,0,1,Green,A
265,03-Jun-17,10:09:21,0,0,1,Green,A
266,03-Jun-17,10:09:21,0,0,1,Green,A
267,03-Jun-17,10:09:21,0,0,1,Green,A
268,03-Jun-17,10:09:21,0,0,1,Green,A
269,03-Jun-17,10:09:22,0,0,1,Green,A
270,03-Jun-17,10:09:22,0,0,1,Green,A
271,03-Jun-17,10:09:22,0,0,1,Green,A
272,03-Jun-17,10:09:22,0,0,1,Green,A
273,03-Jun-17,10:09:22,0,0,1,Green,A
274,03-Jun-17,10:09:23,0,0,1,Green,A
275,03-Jun-17,10:09:23,0,0,1,Green,A
276,03-Jun-17,10:09:23,0,0,1,Green,A
277,03-Jun-17,10:09:23,0,0,1,Green,A
278,03-Jun-17,10:09:24,0,0,1,Green,A
279,03-Jun-17,10:09:24,0,0,1,Green,A
280,03-Jun-17,10:09:24,0,0,1,Green,A
281,03-Jun-17,10:09:24,0,0,1,Green,A
282,03-Jun-17,10:09:25,0,0,1,Green,A
283,03-Jun-17,10:09:25,0,0,1,Green,A
284,03-Jun-17,10:09:25,0,0,1,Green,A
285,03-Jun-17,10:09:25,0,0,1,Green,A
286,03-Jun-17,10:09:25,0,0,1,Green,A
287,03-Jun-17,10:09:25,0,0,1,Green,A
288,03-Jun-17,10:09:25,0,0,1,Green,A
289,03-Jun-17,10:09:26,0,0,1,Green,A
290,03-Jun-17,10:09:26,0,0,1,Green,A
291,03-Jun-17,10:09:26,0,0,1,Green,A
512,03-Jun-17,10:10:10,0,0,1,Green,A
513,03-Jun-17,10:10:11,0,0,1,Green,A
514,03-Jun-17,10:10:11,0,0,1,Green,A
515,03-Jun-17,10:10:11,0,0,1,Green,A
516,03-Jun-17,10:10:11,0,0,1,Green,A
517,03-Jun-17,10:10:11,0,0,1,Green,A
518,03-Jun-17,10:10:11,0,0,1,Green,A
519,03-Jun-17,10:10:12,0,0,1,Green,A
520,03-Jun-17,10:10:12,0,0,1,Green,A
521,03-Jun-17,10:10:12,0,0,1,Green,A
522,03-Jun-17,10:10:12,0,0,1,Green,A
523,03-Jun-17,10:10:13,0,0,1,Green,A
524,03-Jun-17,10:10:13,0,0,1,Green,A
525,03-Jun-17,10:10:13,0,0,1,Green,A
526,03-Jun-17,10:10:13,0,0,1,Green,A
527,03-Jun-17,10:10:13,0,0,1,Green,A
528,03-Jun-17,10:10:14,0,0,1,Green,A
529,03-Jun-17,10:10:14,0,0,1,Green,A
530,03-Jun-17,10:10:14,0,0,1,Green,A
531,03-Jun-17,10:10:14,0,0,1,Green,A
532,03-Jun-17,10:10:14,0,0,1,Green,A
533,03-Jun-17,10:10:14,0,0,1,Green,A
534,03-Jun-17,10:10:15,0,0,1,Green,A
535,03-Jun-17,10:10:15,0,0,1,Green,A
536,03-Jun-17,10:10:15,0,0,1,Green,A
537,03-Jun-17,10:10:15,0,0,1,Green,A
538,03-Jun-17,10:10:15,0,0,1,Green,A
539,03-Jun-17,10:10:16,0,0,1,Green,A
540,03-Jun-17,10:10:16,0,0,1,Green,A
541,03-Jun-17,10:10:16,0,0,1,Green,A
542,03-Jun-17,10:10:16,0,0,1,Green,A
543,03-Jun-17,10:10:17,0,0,1,Green,A
