,Date,Time,Aspect 0 of Phase E  State,Aspect 1 of Phase E  State,Aspect 2 of Phase E  State,Result,Phase
171,03-Jun-17,10:09:02,1,1,0,RedAmber,E
172,03-Jun-17,10:09:03,1,1,0,RedAmber,E
173,03-Jun-17,10:09:03,1,1,0,RedAmber,E
174,03-Jun-17,10:09:03,1,1,0,RedAmber,E
175,03-Jun-17,10:09:03,1,1,0,RedAmber,E
176,03-Jun-17,10:09:03,1,1,0,RedAmber,E
177,03-Jun-17,10:09:03,1,1,0,RedAmber,E
178,03-Jun-17,10:09:03,1,1,0,RedAmber,E
179,03-Jun-17,10:09:04,1,1,0,RedAmber,E
180,03-Jun-17,10:09:04,1,1,0,RedAmber,E
181,03-Jun-17,10:09:04,1,1,0,RedAmber,E
182,03-Jun-17,10:09:04,1,1,0,RedAmber,E
183,03-Jun-17,10:09:04,1,1,0,RedAmber,E
184,03-Jun-17,10:09:05,1,1,0,RedAmber,E
185,03-Jun-17,10:09:05,1,1,0,RedAmber,E
186,03-Jun-17,10:09:05,1,1,0,RedAmber,E
187,03-Jun-17,10:09:05,1,1,0,RedAmber,E
188,03-Jun-17,10:09:06,1,1,0,RedAmber,E
189,03-Jun-17,10:09:06,1,1,0,RedAmber,E
190,03-Jun-17,10:09:06,1,1,0,RedAmber,E
191,03-Jun-17,10:09:06,1,1,0,RedAmber,E
192,03-Jun-17,10:09:06,1,1,0,RedAmber,E
193,03-Jun-17,10:09:06,1,1,0,RedAmber,E
194,03-Jun-17,10:09:07,1,1,0,RedAmber,E
195,03-Jun-17,10:09:07,1,1,0,RedAmber,E
196,03-Jun-17,10:09:07,1,1,0,RedAmber,E
197,03-Jun-17,10:09:07,1,1,0,RedAmber,E
198,03-Jun-17,10:09:08,1,1,0,RedAmber,E
199,03-Jun-17,10:09:08,1,1,0,RedAmber,E
200,03-Jun-17,10:09:08,1,1,0,RedAmber,E
201,03-Jun-17,10:09:08,1,1,0,RedAmber,E
202,03-Jun-17,10:09:08,1,1,0,RedAmber,E
203,03-Jun-17,10:09:09,1,1,0,RedAmber,E
204,03-Jun-17,10:09:09,1,1,0,RedAmber,E
205,03-Jun-17,10:09:09,1,1,0,RedAmber,E
206,03-Jun-17,10:09:09,1,1,0,RedAmber,E
207,03-Jun-17,10:09:09,1,1,0,RedAmber,E
208,03-Jun-17,10:09:09,1,1,0,RedAmber,E
209,03-Jun-17,10:09:10,1,1,0,RedAmber,E
210,03-Jun-17,10:09:10,1,1,0,RedAmber,E
211,03-Jun-17,10:09:10,1,1,0,RedAmber,E
212,03-Jun-17,10:09:10,1,1,0,RedAmber,E
213,03-Jun-17,10:09:10,1,1,0,RedAmber,E
214,03-Jun-17,10:09:11,1,1,0,RedAmber,E
215,03-Jun-17,10:09:11,1,1,0,RedAmber,E
216,03-Jun-17,10:09:11,1,1,0,RedAmber,E
217,03-Jun-17,10:09:11,1,1,0,RedAmber,E
218,03-Jun-17,10:09:12,1,1,0,RedAmber,E
219,03-Jun-17,10:09:12,1,1,0,RedAmber,E
220,03-Jun-17,10:09:12,1,1,0,RedAmber,E
221,03-Jun-17,10:09:12,1,1,0,RedAmber,E
222,03-Jun-17,10:09:12,1,1,0,RedAmber,E
223,03-Jun-17,10:09:13,1,1,0,RedAmber,E
224,03-Jun-17,10:09:13,1,1,0,RedAmber,E
225,03-Jun-17,10:09:13,1,1,0,RedAmber,E
226,03-Jun-17,10:09:13,1,1,0,RedAmber,E
227,03-Jun-17,10:09:13,1,1,0,RedAmber,E
228,03-Jun-17,10:09:13,1,1,0,RedAmber,E
229,03-Jun-17,10:09:14,1,1,0,RedAmber,E
230,03-Jun-17,10:09:14,1,1,0,RedAmber,E
231,03-Jun-17,10:09:14,1,1,0,RedAmber,E
232,03-Jun-17,10:09:14,1,1,0,RedAmber,E
233,03-Jun-17,10:09:15,1,1,0,RedAmber,E
234,03-Jun-17,10:09:15,1,1,0,RedAmber,E
235,03-Jun-17,10:09:15,1,1,0,RedAmber,E
236,03-Jun-17,10:09:15,1,1,0,RedAmber,E
237,03-Jun-17,10:09:15,1,1,0,RedAmber,E
238,03-Jun-17,10:09:16,1,1,0,RedAmber,E
239,03-Jun-17,10:09:16,1,1,0,RedAmber,E
240,03-Jun-17,10:09:16,1,1,0,RedAmber,E
241,03-Jun-17,10:09:16,1,1,0,RedAmber,E
242,03-Jun-17,10:09:17,1,1,0,RedAmber,E
243,03-Jun-17,10:09:17,1,1,0,RedAmber,E
244,03-Jun-17,10:09:17,1,1,0,RedAmber,E
245,03-Jun-17,10:09:17,1,1,0,RedAmber,E
246,03-Jun-17,10:09:17,1,1,0,RedAmber,E
247,03-Jun-17,10:09:17,1,1,0,RedAmber,E
248,03-Jun-17,10:09:17,1,1,0,RedAmber,E
249,03-Jun-17,10:09:18,1,1,0,RedAmber,E
250,03-Jun-17,10:09:18,1,1,0,RedAmber,E
251,03-Jun-17,10:09:18,1,1,0,RedAmber,E
252,03-Jun-17,10:09:18,1,1,0,RedAmber,E
253,03-Jun-17,10:09:19,1,1,0,RedAmber,E
254,03-Jun-17,10:09:19,1,1,0,RedAmber,E
255,03-Jun-17,10:09:19,1,1,0,RedAmber,E
256,03-Jun-17,10:09:19,1,1,0,RedAmber,E
257,03-Jun-17,10:09:19,1,1,0,RedAmber,E
258,03-Jun-17,10:09:20,1,1,0,RedAmber,E
259,03-Jun-17,10:09:20,1,1,0,RedAmber,E
260,03-Jun-17,10:09:20,1,1,0,RedAmber,E
261,03-Jun-17,10:09:20,1,1,0,RedAmber,E
262,03-Jun-17,10:09:21,1,1,0,RedAmber,E
263,03-Jun-17,10:09:21,1,1,0,RedAmber,E
264,03-Jun-17,10:09:21,1,1,0,RedAmber,E
265,03-Jun-17,10:09:21,1,1,0,RedAmber,E
266,03-Jun-17,10:09:21,1,1,0,RedAmber,E
267,03-Jun-17,10:09:21,1,1,0,RedAmber,E
268,03-Jun-17,10:09:21,1,1,0,RedAmber,E
269,03-Jun-17,10:09:22,1,1,0,RedAmber,E
270,03-Jun-17,10:09:22,1,1,0,RedAmber,E
271,03-Jun-17,10:09:22,1,1,0,RedAmber,E
272,03-Jun-17,10:09:22,1,1,0,RedAmber,E
273,03-Jun-17,10:09:22,1,1,0,RedAmber,E
274,03-Jun-17,10:09:23,1,1,0,RedAmber,E
275,03-Jun-17,10:09:23,1,1,0,RedAmber,E
276,03-Jun-17,10:09:23,1,1,0,RedAmber,E
277,03-Jun-17,10:09:23,1,1,0,RedAmber,E
278,03-Jun-17,10:09:24,1,1,0,RedAmber,E
279,03-Jun-17,10:09:24,1,1,0,RedAmber,E
280,03-Jun-17,10:09:24,1,1,0,RedAmber,E
281,03-Jun-17,10:09:24,1,1,0,RedAmber,E
282,03-Jun-17,10:09:25,1,1,0,RedAmber,E
283,03-Jun-17,10:09:25,1,1,0,RedAmber,E
284,03-Jun-17,10:09:25,1,1,0,RedAmber,E
285,03-Jun-17,10:09:25,1,1,0,RedAmber,E
286,03-Jun-17,10:09:25,1,1,0,RedAmber,E
287,03-Jun-17,10:09:25,1,1,0,RedAmber,E
288,03-Jun-17,10:09:25,1,1,0,RedAmber,E
289,03-Jun-17,10:09:26,1,1,0,RedAmber,E
290,03-Jun-17,10:09:26,1,1,0,RedAmber,E
291,03-Jun-17,10:09:26,1,1,0,RedAmber,E
292,03-Jun-17,10:09:26,1,1,0,RedAmber,E
293,03-Jun-17,10:09:27,1,1,0,RedAmber,E
294,03-Jun-17,10:09:27,1,1,0,RedAmber,E
295,03-Jun-17,10:09:27,1,1,0,RedAmber,E
296,03-Jun-17,10:09:27,1,1,0,RedAmber,E
297,03-Jun-17,10:09:28,1,1,0,RedAmber,E
298,03-Jun-17,10:09:28,1,1,0,RedAmber,E
299,03-Jun-17,10:09:28,1,1,0,RedAmber,E
300,03-Jun-17,10:09:28,1,1,0,RedAmber,E
301,03-Jun-17,10:09:28,1,1,0,RedAmber,E
302,03-Jun-17,10:09:28,1,1,0,RedAmber,E
303,03-Jun-17,10:09:28,1,1,0,RedAmber,E
304,03-Jun-17,10:09:29,1,1,0,RedAmber,E
305,03-Jun-17,10:09:29,1,1,0,RedAmber,E
306,03-Jun-17,10:09:29,1,1,0,RedAmber,E
307,03-Jun-17,10:09:29,1,1,0,RedAmber,E
308,03-Jun-17,10:09:30,1,1,0,RedAmber,E
309,03-Jun-17,10:09:30,1,1,0,RedAmber,E
310,03-Jun-17,10:09:30,1,1,0,RedAmber,E
311,03-Jun-17,10:09:30,1,1,0,RedAmber,E
312,03-Jun-17,10:09:30,1,1,0,RedAmber,E
313,03-Jun-17,10:09:31,1,1,0,RedAmber,E
314,03-Jun-17,10:09:31,1,1,0,RedAmber,E
315,03-Jun-17,10:09:31,1,1,0,RedAmber,E
316,03-Jun-17,10:09:31,1,1,0,RedAmber,E
317,03-Jun-17,10:09:31,1,1,0,RedAmber,E
318,03-Jun-17,10:09:31,1,1,0,RedAmber,E
319,03-Jun-17,10:09:32,1,1,0,RedAmber,E
320,03-Jun-17,10:09:32,1,1,0,RedAmber,E
321,03-Jun-17,10:09:32,1,1,0,RedAmber,E
322,03-Jun-17,10:09:32,1,1,0,RedAmber,E
323,03-Jun-17,10:09:32,1,1,0,RedAmber,E
324,03-Jun-17,10:09:33,1,1,0,RedAmber,E
325,03-Jun-17,10:09:33,1,1,0,RedAmber,E
326,03-Jun-17,10:09:33,1,1,0,RedAmber,E
327,03-Jun-17,10:09:33,1,1,0,RedAmber,E
328,03-Jun-17,10:09:34,1,1,0,RedAmber,E
329,03-Jun-17,10:09:34,1,1,0,RedAmber,E
330,03-Jun-17,10:09:34,1,1,0,RedAmber,E
331,03-Jun-17,10:09:34,1,1,0,RedAmber,E
332,03-Jun-17,10:09:34,1,1,0,RedAmber,E
333,03-Jun-17,10:09:34,1,1,0,RedAmber,E
334,03-Jun-17,10:09:35,1,1,0,RedAmber,E
335,03-Jun-17,10:09:35,1,1,0,RedAmber,E
336,03-Jun-17,10:09:35,1,1,0,RedAmber,E
337,03-Jun-17,10:09:35,1,1,0,RedAmber,E
338,03-Jun-17,10:09:36,1,1,0,RedAmber,E
339,03-Jun-17,10:09:36,1,1,0,RedAmber,E
340,03-Jun-17,10:09:36,1,1,0,RedAmber,E
341,03-Jun-17,10:09:36,1,1,0,RedAmber,E
342,03-Jun-17,10:09:36,1,1,0,RedAmber,E
343,03-Jun-17,10:09:37,1,1,0,RedAmber,E
344,03-Jun-17,10:09:37,1,1,0,RedAmber,E
345,03-Jun-17,10:09:37,1,1,0,RedAmber,E
346,03-Jun-17,10:09:37,1,1,0,RedAmber,E
347,03-Jun-17,10:09:37,1,1,0,RedAmber,E
348,03-Jun-17,10:09:37,1,1,0,RedAmber,E
349,03-Jun-17,10:09:38,1,1,0,RedAmber,E
350,03-Jun-17,10:09:38,1,1,0,RedAmber,E
351,03-Jun-17,10:09:38,1,1,0,RedAmber,E
352,03-Jun-17,10:09:38,1,1,0,RedAmber,E
353,03-Jun-17,10:09:39,1,1,0,RedAmber,E
354,03-Jun-17,10:09:39,1,1,0,RedAmber,E
355,03-Jun-17,10:09:39,1,1,0,RedAmber,E
356,03-Jun-17,10:09:39,1,1,0,RedAmber,E
357,03-Jun-17,10:09:39,1,1,0,RedAmber,E
358,03-Jun-17,10:09:40,1,1,0,RedAmber,E
359,03-Jun-17,10:09:40,1,1,0,RedAmber,E
360,03-Jun-17,10:09:40,1,1,0,RedAmber,E
361,03-Jun-17,10:09:40,1,1,0,RedAmber,E
362,03-Jun-17,10:09:40,1,1,0,RedAmber,E
