,Date,Time,Aspect 0 of Phase G  State,Aspect 1 of Phase G  State,Aspect 2 of Phase G  State,Result,Phase
718,03-Jun-17,10:10:52,1,0,0,Red,G
719,03-Jun-17,10:10:52,1,0,0,Red,G
720,03-Jun-17,10:10:52,1,0,0,Red,G
721,03-Jun-17,10:10:52,1,0,0,Red,G
722,03-Jun-17,10:10:52,1,0,0,Red,G
723,03-Jun-17,10:10:52,1,0,0,Red,G
724,03-Jun-17,10:10:53,1,0,0,Red,G
725,03-Jun-17,10:10:53,1,0,0,Red,G
726,03-Jun-17,10:10:53,1,0,0,Red,G
727,03-Jun-17,10:10:53,1,0,0,Red,G
728,03-Jun-17,10:10:54,1,0,0,Red,G
729,03-Jun-17,10:10:54,1,0,0,Red,G
730,03-Jun-17,10:10:54,1,0,0,Red,G
731,03-Jun-17,10:10:54,1,0,0,Red,G
732,03-Jun-17,10:10:54,1,0,0,Red,G
733,03-Jun-17,10:10:55,1,0,0,Red,G
734,03-Jun-17,10:10:55,1,0,0,Red,G
735,03-Jun-17,10:10:55,1,0,0,Red,G
736,03-Jun-17,10:10:55,1,0,0,Red,G
737,03-Jun-17,10:10:56,1,0,0,Red,G
738,03-Jun-17,10:10:56,1,0,0,Red,G
739,03-Jun-17,10:10:56,1,0,0,Red,G
740,03-Jun-17,10:10:56,1,0,0,Red,G
741,03-Jun-17,10:10:56,1,0,0,Red,G
742,03-Jun-17,10:10:57,1,0,0,Red,G
743,03-Jun-17,10:10:57,1,0,0,Red,G
744,03-Jun-17,10:10:57,1,0,0,Red,G
745,03-Jun-17,10:10:57,1,0,0,Red,G
746,03-Jun-17,10:10:57,1,0,0,Red,G
747,03-Jun-17,10:10:57,1,0,0,Red,G
748,03-Jun-17,10:10:57,1,0,0,Red,G
749,03-Jun-17,10:10:58,1,0,0,Red,G
750,03-Jun-17,10:10:58,1,0,0,Red,G
751,03-Jun-17,10:10:58,1,0,0,Red,G
752,03-Jun-17,10:10:58,1,0,0,Red,G
753,03-Jun-17,10:10:59,1,0,0,Red,G
754,03-Jun-17,10:10:59,1,0,0,Red,G
755,03-Jun-17,10:10:59,1,0,0,Red,G
756,03-Jun-17,10:10:59,1,0,0,Red,G
757,03-Jun-17,10:11:00,1,0,0,Red,G
758,03-Jun-17,10:11:00,1,0,0,Red,G
759,03-Jun-17,10:11:00,1,0,0,Red,G
760,03-Jun-17,10:11:00,1,0,0,Red,G
761,03-Jun-17,10:11:00,1,0,0,Red,G
762,03-Jun-17,10:11:00,1,0,0,Red,G
763,03-Jun-17,10:11:00,1,0,0,Red,G
764,03-Jun-17,10:11:01,1,0,0,Red,G
765,03-Jun-17,10:11:01,1,0,0,Red,G
766,03-Jun-17,10:11:01,1,0,0,Red,G
767,03-Jun-17,10:11:01,1,0,0,Red,G
768,03-Jun-17,10:11:02,1,0,0,Red,G
769,03-Jun-17,10:11:02,1,0,0,Red,G
770,03-Jun-17,10:11:02,1,0,0,Red,G
771,03-Jun-17,10:11:02,1,0,0,Red,G
772,03-Jun-17,10:11:03,1,0,0,Red,G
773,03-Jun-17,10:11:03,1,0,0,Red,G
774,03-Jun-17,10:11:03,1,0,0,Red,G
775,03-Jun-17,10:11:03,1,0,0,Red,G
776,03-Jun-17,10:11:03,1,0,0,Red,G
777,03-Jun-17,10:11:03,1,0,0,Red,G
778,03-Jun-17,10:11:03,1,0,0,Red,G
779,03-Jun-17,10:11:04,1,0,0,Red,G
780,03-Jun-17,10:11:04,1,0,0,Red,G
781,03-Jun-17,10:11:04,1,0,0,Red,G
782,03-Jun-17,10:11:04,1,0,0,Red,G
783,03-Jun-17,10:11:05,1,0,0,Red,G
784,03-Jun-17,10:11:05,1,0,0,Red,G
785,03-Jun-17,10:11:05,1,0,0,Red,G
786,03-Jun-17,10:11:05,1,0,0,Red,G
787,03-Jun-17,10:11:05,1,0,0,Red,G
788,03-Jun-17,10:11:06,1,0,0,Red,G
789,03-Jun-17,10:11:06,1,0,0,Red,G
790,03-Jun-17,10:11:06,1,0,0,Red,G
791,03-Jun-17,10:11:06,1,0,0,Red,G
792,03-Jun-17,10:11:06,1,0,0,Red,G
793,03-Jun-17,10:11:06,1,0,0,Red,G
794,03-Jun-17,10:11:07,1,0,0,Red,G
795,03-Jun-17,10:11:07,1,0,0,Red,G
796,03-Jun-17,10:11:07,1,0,0,Red,G
797,03-Jun-17,10:11:07,1,0,0,Red,G
798,03-Jun-17,10:11:07,1,0,0,Red,G
799,03-Jun-17,10:11:08,1,0,0,Red,G
800,03-Jun-17,10:11:08,1,0,0,Red,G
801,03-Jun-17,10:11:08,1,0,0,Red,G
802,03-Jun-17,10:11:08,1,0,0,Red,G
803,03-Jun-17,10:11:09,1,0,0,Red,G
