,Date,Time,Aspect 0 of Phase I  State,Aspect 1 of Phase I  State,Aspect 2 of Phase I  State,Result,Phase
786,03-Jun-17,10:11:05,1,0,0,Red,I
787,03-Jun-17,10:11:05,1,0,0,Red,I
788,03-Jun-17,10:11:06,1,0,0,Red,I
789,03-Jun-17,10:11:06,1,0,0,Red,I
790,03-Jun-17,10:11:06,1,0,0,Red,I
791,03-Jun-17,10:11:06,1,0,0,Red,I
792,03-Jun-17,10:11:06,1,0,0,Red,I
793,03-Jun-17,10:11:06,1,0,0,Red,I
794,03-Jun-17,10:11:07,1,0,0,Red,I
795,03-Jun-17,10:11:07,1,0,0,Red,I
796,03-Jun-17,10:11:07,1,0,0,Red,I
797,03-Jun-17,10:11:07,1,0,0,Red,I
798,03-Jun-17,10:11:07,1,0,0,Red,I
799,03-Jun-17,10:11:08,1,0,0,Red,I
800,03-Jun-17,10:11:08,1,0,0,Red,I
801,03-Jun-17,10:11:08,1,0,0,Red,I
802,03-Jun-17,10:11:08,1,0,0,Red,I
803,03-Jun-17,10:11:09,1,0,0,Red,I
804,03-Jun-17,10:11:09,1,0,0,Red,I
805,03-Jun-17,10:11:09,1,0,0,Red,I
806,03-Jun-17,10:11:09,1,0,0,Red,I
807,03-Jun-17,10:11:09,1,0,0,Red,I
808,03-Jun-17,10:11:10,1,0,0,Red,I
809,03-Jun-17,10:11:10,1,0,0,Red,I
810,03-Jun-17,10:11:10,1,0,0,Red,I
811,03-Jun-17,10:11:10,1,0,0,Red,I
812,03-Jun-17,10:11:11,1,0,0,Red,I
813,03-Jun-17,10:11:11,1,0,0,Red,I
814,03-Jun-17,10:11:11,1,0,0,Red,I
815,03-Jun-17,10:11:11,1,0,0,Red,I
816,03-Jun-17,10:11:11,1,0,0,Red,I
817,03-Jun-17,10:11:11,1,0,0,Red,I
818,03-Jun-17,10:11:12,1,0,0,Red,I
819,03-Jun-17,10:11:12,1,0,0,Red,I
820,03-Jun-17,10:11:12,1,0,0,Red,I
821,03-Jun-17,10:11:12,1,0,0,Red,I
822,03-Jun-17,10:11:12,1,0,0,Red,I
823,03-Jun-17,10:11:13,1,0,0,Red,I
824,03-Jun-17,10:11:13,1,0,0,Red,I
825,03-Jun-17,10:11:13,1,0,0,Red,I
826,03-Jun-17,10:11:13,1,0,0,Red,I
827,03-Jun-17,10:11:13,1,0,0,Red,I
828,03-Jun-17,10:11:14,1,0,0,Red,I
829,03-Jun-17,10:11:14,1,0,0,Red,I
830,03-Jun-17,10:11:14,1,0,0,Red,I
831,03-Jun-17,10:11:14,1,0,0,Red,I
832,03-Jun-17,10:11:15,1,0,0,Red,I
833,03-Jun-17,10:11:15,1,0,0,Red,I
834,03-Jun-17,10:11:15,1,0,0,Red,I
835,03-Jun-17,10:11:15,1,0,0,Red,I
836,03-Jun-17,10:11:15,1,0,0,Red,I
837,03-Jun-17,10:11:15,1,0,0,Red,I
838,03-Jun-17,10:11:15,1,0,0,Red,I
839,03-Jun-17,10:11:16,1,0,0,Red,I
840,03-Jun-17,10:11:16,1,0,0,Red,I
841,03-Jun-17,10:11:16,1,0,0,Red,I
842,03-Jun-17,10:11:16,1,0,0,Red,I
843,03-Jun-17,10:11:17,1,0,0,Red,I
844,03-Jun-17,10:11:17,1,0,0,Red,I
845,03-Jun-17,10:11:17,1,0,0,Red,I
846,03-Jun-17,10:11:17,1,0,0,Red,I
847,03-Jun-17,10:11:17,1,0,0,Red,I
848,03-Jun-17,10:11:18,1,0,0,Red,I
849,03-Jun-17,10:11:18,1,0,0,Red,I
850,03-Jun-17,10:11:18,1,0,0,Red,I
851,03-Jun-17,10:11:18,1,0,0,Red,I
852,03-Jun-17,10:11:19,1,0,0,Red,I
853,03-Jun-17,10:11:19,1,0,0,Red,I
854,03-Jun-17,10:11:19,1,0,0,Red,I
855,03-Jun-17,10:11:19,1,0,0,Red,I
856,03-Jun-17,10:11:19,1,0,0,Red,I
857,03-Jun-17,10:11:19,1,0,0,Red,I
858,03-Jun-17,10:11:20,1,0,0,Red,I
859,03-Jun-17,10:11:20,1,0,0,Red,I
860,03-Jun-17,10:11:20,1,0,0,Red,I
861,03-Jun-17,10:11:20,1,0,0,Red,I
862,03-Jun-17,10:11:20,1,0,0,Red,I
863,03-Jun-17,10:11:21,1,0,0,Red,I
864,03-Jun-17,10:11:21,1,0,0,Red,I
865,03-Jun-17,10:11:21,1,0,0,Red,I
866,03-Jun-17,10:11:21,1,0,0,Red,I
867,03-Jun-17,10:11:22,1,0,0,Red,I
868,03-Jun-17,10:11:22,1,0,0,Red,I
869,03-Jun-17,10:11:22,1,0,0,Red,I
870,03-Jun-17,10:11:22,1,0,0,Red,I
871,03-Jun-17,10:11:22,1,0,0,Red,I
872,03-Jun-17,10:11:23,1,0,0,Red,I
873,03-Jun-17,10:11:23,1,0,0,Red,I
874,03-Jun-17,10:11:23,1,0,0,Red,I
875,03-Jun-17,10:11:23,1,0,0,Red,I
876,03-Jun-17,10:11:23,1,0,0,Red,I
