,Date,Time,Aspect 0 of Phase A  State,Aspect 1 of Phase A  State,Aspect 2 of Phase A  State,Result,Phase
423,03-Jun-17,10:09:53,1,0,0,Red,A
424,03-Jun-17,10:09:53,1,0,0,Red,A
425,03-Jun-17,10:09:53,1,0,0,Red,A
426,03-Jun-17,10:09:53,1,0,0,Red,A
427,03-Jun-17,10:09:53,1,0,0,Red,A
428,03-Jun-17,10:09:53,1,0,0,Red,A
429,03-Jun-17,10:09:54,1,0,0,Red,A
430,03-Jun-17,10:09:54,1,0,0,Red,A
431,03-Jun-17,10:09:54,1,0,0,Red,A
432,03-Jun-17,10:09:54,1,0,0,Red,A
433,03-Jun-17,10:09:54,1,0,0,Red,A
434,03-Jun-17,10:09:55,1,0,0,Red,A
435,03-Jun-17,10:09:55,1,0,0,Red,A
436,03-Jun-17,10:09:55,1,0,0,Red,A
437,03-Jun-17,10:09:55,1,0,0,Red,A
438,03-Jun-17,10:09:56,1,0,0,Red,A
439,03-Jun-17,10:09:56,1,0,0,Red,A
440,03-Jun-17,10:09:56,1,0,0,Red,A
441,03-Jun-17,10:09:56,1,0,0,Red,A
442,03-Jun-17,10:09:56,1,0,0,Red,A
443,03-Jun-17,10:09:57,1,0,0,Red,A
444,03-Jun-17,10:09:57,1,0,0,Red,A
445,03-Jun-17,10:09:57,1,0,0,Red,A
446,03-Jun-17,10:09:57,1,0,0,Red,A
447,03-Jun-17,10:09:58,1,0,0,Red,A
448,03-Jun-17,10:09:58,1,0,0,Red,A
449,03-Jun-17,10:09:58,1,0,0,Red,A
450,03-Jun-17,10:09:58,1,0,0,Red,A
451,03-Jun-17,10:09:58,1,0,0,Red,A
452,03-Jun-17,10:09:58,1,0,0,Red,A
453,03-Jun-17,10:09:58,1,0,0,Red,A
454,03-Jun-17,10:09:59,1,0,0,Red,A
455,03-Jun-17,10:09:59,1,0,0,Red,A
456,03-Jun-17,10:09:59,1,0,0,Red,A
457,03-Jun-17,10:09:59,1,0,0,Red,A
458,03-Jun-17,10:10:00,1,0,0,Red,A
459,03-Jun-17,10:10:00,1,0,0,Red,A
460,03-Jun-17,10:10:00,1,0,0,Red,A
461,03-Jun-17,10:10:00,1,0,0,Red,A
462,03-Jun-17,10:10:00,1,0,0,Red,A
463,03-Jun-17,10:10:01,1,0,0,Red,A
464,03-Jun-17,10:10:01,1,0,0,Red,A
465,03-Jun-17,10:10:01,1,0,0,Red,A
466,03-Jun-17,10:10:01,1,0,0,Red,A
467,03-Jun-17,10:10:01,1,0,0,Red,A
468,03-Jun-17,10:10:01,1,0,0,Red,A
469,03-Jun-17,10:10:02,1,0,0,Red,A
470,03-Jun-17,10:10:02,1,0,0,Red,A
471,03-Jun-17,10:10:02,1,0,0,Red,A
472,03-Jun-17,10:10:02,1,0,0,Red,A
