,Date,Time,Aspect 0 of Phase E  State,Aspect 1 of Phase E  State,Aspect 2 of Phase E  State,Result,Phase
685,24-Jun-17,16:51:50,1,0,0,Red,E
686,24-Jun-17,16:51:50,1,0,0,Red,E
687,24-Jun-17,16:51:51,1,0,0,Red,E
688,24-Jun-17,16:51:51,1,0,0,Red,E
689,24-Jun-17,16:51:51,1,0,0,Red,E
690,24-Jun-17,16:51:51,1,0,0,Red,E
691,24-Jun-17,16:51:51,1,0,0,Red,E
692,24-Jun-17,16:51:51,1,0,0,Red,E
693,24-Jun-17,16:51:52,1,0,0,Red,E
694,24-Jun-17,16:51:52,1,0,0,Red,E
695,24-Jun-17,16:51:52,1,0,0,Red,E
696,24-Jun-17,16:51:52,1,0,0,Red,E
697,24-Jun-17,16:51:52,1,0,0,Red,E
698,24-Jun-17,16:51:53,1,0,0,Red,E
699,24-Jun-17,16:51:53,1,0,0,Red,E
700,24-Jun-17,16:51:53,1,0,0,Red,E
701,24-Jun-17,16:51:53,1,0,0,Red,E
702,24-Jun-17,16:51:54,1,0,0,Red,E
703,24-Jun-17,16:51:54,1,0,0,Red,E
704,24-Jun-17,16:51:54,1,0,0,Red,E
705,24-Jun-17,16:51:54,1,0,0,Red,E
706,24-Jun-17,16:51:55,1,0,0,Red,E
707,24-Jun-17,16:51:55,1,0,0,Red,E
708,24-Jun-17,16:51:55,1,0,0,Red,E
709,24-Jun-17,16:51:55,1,0,0,Red,E
710,24-Jun-17,16:51:55,1,0,0,Red,E
711,24-Jun-17,16:51:55,1,0,0,Red,E
712,24-Jun-17,16:51:55,1,0,0,Red,E
713,24-Jun-17,16:51:56,1,0,0,Red,E
714,24-Jun-17,16:51:56,1,0,0,Red,E
715,24-Jun-17,16:51:56,1,0,0,Red,E
716,24-Jun-17,16:51:56,1,0,0,Red,E
717,24-Jun-17,16:51:56,1,0,0,Red,E
718,24-Jun-17,16:51:57,1,0,0,Red,E
719,24-Jun-17,16:51:57,1,0,0,Red,E
720,24-Jun-17,16:51:57,1,0,0,Red,E
721,24-Jun-17,16:51:57,1,0,0,Red,E
722,24-Jun-17,16:51:58,1,0,0,Red,E
