,Date,Time,Aspect 0 of Phase H  State,Aspect 1 of Phase H  State,Aspect 2 of Phase H  State,Result,Phase
804,03-Jun-17,10:11:09,1,0,0,0,H
805,03-Jun-17,10:11:09,1,0,0,0,H
806,03-Jun-17,10:11:09,1,0,0,0,H
807,03-Jun-17,10:11:09,1,0,0,0,H
808,03-Jun-17,10:11:10,1,0,0,0,H
809,03-Jun-17,10:11:10,1,0,0,0,H
810,03-Jun-17,10:11:10,1,0,0,0,H
811,03-Jun-17,10:11:10,1,0,0,0,H
812,03-Jun-17,10:11:11,1,0,0,0,H
813,03-Jun-17,10:11:11,1,0,0,0,H
814,03-Jun-17,10:11:11,1,0,0,0,H
815,03-Jun-17,10:11:11,1,0,0,0,H
816,03-Jun-17,10:11:11,1,0,0,0,H
817,03-Jun-17,10:11:11,1,0,0,0,H
818,03-Jun-17,10:11:12,1,0,0,0,H
819,03-Jun-17,10:11:12,1,0,0,0,H
820,03-Jun-17,10:11:12,1,0,0,0,H
821,03-Jun-17,10:11:12,1,0,0,0,H
822,03-Jun-17,10:11:12,1,0,0,0,H
823,03-Jun-17,10:11:13,1,0,0,0,H
824,03-Jun-17,10:11:13,1,0,0,0,H
825,03-Jun-17,10:11:13,1,0,0,0,H
826,03-Jun-17,10:11:13,1,0,0,0,H
827,03-Jun-17,10:11:13,1,0,0,0,H
828,03-Jun-17,10:11:14,1,0,0,0,H
829,03-Jun-17,10:11:14,1,0,0,0,H
830,03-Jun-17,10:11:14,1,0,0,0,H
831,03-Jun-17,10:11:14,1,0,0,0,H
832,03-Jun-17,10:11:15,1,0,0,0,H
833,03-Jun-17,10:11:15,1,0,0,0,H
834,03-Jun-17,10:11:15,1,0,0,0,H
835,03-Jun-17,10:11:15,1,0,0,0,H
836,03-Jun-17,10:11:15,1,0,0,0,H
837,03-Jun-17,10:11:15,1,0,0,0,H
838,03-Jun-17,10:11:15,1,0,0,0,H
839,03-Jun-17,10:11:16,1,0,0,0,H
840,03-Jun-17,10:11:16,1,0,0,0,H
841,03-Jun-17,10:11:16,1,0,0,0,H
842,03-Jun-17,10:11:16,1,0,0,0,H
843,03-Jun-17,10:11:17,1,0,0,0,H
844,03-Jun-17,10:11:17,1,0,0,0,H
845,03-Jun-17,10:11:17,1,0,0,0,H
846,03-Jun-17,10:11:17,1,0,0,0,H
