,Date,Time,Aspect 0 of Phase C  State,Aspect 1 of Phase C  State,Aspect 2 of Phase C  State,Result,Phase
13335,24-Jun-17,17:53:45,1,1,0,RedAmber,C
13336,24-Jun-17,17:53:45,1,1,0,RedAmber,C
13627,24-Jun-17,17:53:45,1,1,0,RedAmber,C
13628,24-Jun-17,17:53:45,1,1,0,RedAmber,C
13629,24-Jun-17,17:53:45,1,1,0,RedAmber,C
13630,24-Jun-17,17:53:45,1,1,0,RedAmber,C
13631,24-Jun-17,17:53:45,1,1,0,RedAmber,C
13632,24-Jun-17,17:53:45,1,1,0,RedAmber,C
13633,24-Jun-17,17:53:45,1,1,0,RedAmber,C
13634,24-Jun-17,17:53:45,1,1,0,RedAmber,C
13635,24-Jun-17,17:53:45,1,1,0,RedAmber,C
13636,24-Jun-17,17:53:45,1,1,0,RedAmber,C
13927,24-Jun-17,17:53:45,1,1,0,RedAmber,C
13928,24-Jun-17,17:53:45,1,1,0,RedAmber,C
13929,24-Jun-17,17:53:45,1,1,0,RedAmber,C
13930,24-Jun-17,17:53:45,1,1,0,RedAmber,C
13931,24-Jun-17,17:53:45,1,1,0,RedAmber,C
13932,24-Jun-17,17:53:45,1,1,0,RedAmber,C
13933,24-Jun-17,17:53:45,1,1,0,RedAmber,C
13934,24-Jun-17,17:53:45,1,1,0,RedAmber,C
13935,24-Jun-17,17:53:45,1,1,0,RedAmber,C
13936,24-Jun-17,17:53:45,1,1,0,RedAmber,C
14227,24-Jun-17,17:53:46,1,1,0,RedAmber,C
14228,24-Jun-17,17:53:46,1,1,0,RedAmber,C
14229,24-Jun-17,17:53:46,1,1,0,RedAmber,C
14230,24-Jun-17,17:53:46,1,1,0,RedAmber,C
14231,24-Jun-17,17:53:46,1,1,0,RedAmber,C
14232,24-Jun-17,17:53:46,1,1,0,RedAmber,C
14233,24-Jun-17,17:53:46,1,1,0,RedAmber,C
14234,24-Jun-17,17:53:46,1,1,0,RedAmber,C
14235,24-Jun-17,17:53:46,1,1,0,RedAmber,C
14236,24-Jun-17,17:53:46,1,1,0,RedAmber,C
14527,24-Jun-17,17:53:46,1,1,0,RedAmber,C
14528,24-Jun-17,17:53:46,1,1,0,RedAmber,C
14529,24-Jun-17,17:53:46,1,1,0,RedAmber,C
14530,24-Jun-17,17:53:46,1,1,0,RedAmber,C
14531,24-Jun-17,17:53:46,1,1,0,RedAmber,C
14532,24-Jun-17,17:53:46,1,1,0,RedAmber,C
14533,24-Jun-17,17:53:46,1,1,0,RedAmber,C
14534,24-Jun-17,17:53:46,1,1,0,RedAmber,C
14535,24-Jun-17,17:53:46,1,1,0,RedAmber,C
14536,24-Jun-17,17:53:46,1,1,0,RedAmber,C
14827,24-Jun-17,17:53:46,1,1,0,RedAmber,C
14828,24-Jun-17,17:53:46,1,1,0,RedAmber,C
14829,24-Jun-17,17:53:46,1,1,0,RedAmber,C
14830,24-Jun-17,17:53:46,1,1,0,RedAmber,C
14831,24-Jun-17,17:53:46,1,1,0,RedAmber,C
14832,24-Jun-17,17:53:46,1,1,0,RedAmber,C
14833,24-Jun-17,17:53:46,1,1,0,RedAmber,C
14834,24-Jun-17,17:53:46,1,1,0,RedAmber,C
14835,24-Jun-17,17:53:46,1,1,0,RedAmber,C
14836,24-Jun-17,17:53:46,1,1,0,RedAmber,C
15127,24-Jun-17,17:53:46,1,1,0,RedAmber,C
15128,24-Jun-17,17:53:46,1,1,0,RedAmber,C
15129,24-Jun-17,17:53:46,1,1,0,RedAmber,C
15130,24-Jun-17,17:53:46,1,1,0,RedAmber,C
15131,24-Jun-17,17:53:46,1,1,0,RedAmber,C
15132,24-Jun-17,17:53:46,1,1,0,RedAmber,C
15133,24-Jun-17,17:53:46,1,1,0,RedAmber,C
15134,24-Jun-17,17:53:46,1,1,0,RedAmber,C
15135,24-Jun-17,17:53:46,1,1,0,RedAmber,C
15136,24-Jun-17,17:53:46,1,1,0,RedAmber,C
15427,24-Jun-17,17:53:46,1,1,0,RedAmber,C
15428,24-Jun-17,17:53:46,1,1,0,RedAmber,C
15429,24-Jun-17,17:53:46,1,1,0,RedAmber,C
15430,24-Jun-17,17:53:46,1,1,0,RedAmber,C
15431,24-Jun-17,17:53:46,1,1,0,RedAmber,C
15432,24-Jun-17,17:53:46,1,1,0,RedAmber,C
15433,24-Jun-17,17:53:46,1,1,0,RedAmber,C
15434,24-Jun-17,17:53:46,1,1,0,RedAmber,C
15435,24-Jun-17,17:53:46,1,1,0,RedAmber,C
15436,24-Jun-17,17:53:46,1,1,0,RedAmber,C
15727,24-Jun-17,17:53:46,1,1,0,RedAmber,C
15728,24-Jun-17,17:53:46,1,1,0,RedAmber,C
15729,24-Jun-17,17:53:46,1,1,0,RedAmber,C
15730,24-Jun-17,17:53:46,1,1,0,RedAmber,C
15731,24-Jun-17,17:53:46,1,1,0,RedAmber,C
15732,24-Jun-17,17:53:46,1,1,0,RedAmber,C
15733,24-Jun-17,17:53:46,1,1,0,RedAmber,C
15734,24-Jun-17,17:53:46,1,1,0,RedAmber,C
15735,24-Jun-17,17:53:46,1,1,0,RedAmber,C
15736,24-Jun-17,17:53:46,1,1,0,RedAmber,C
16027,24-Jun-17,17:53:47,1,1,0,RedAmber,C
16028,24-Jun-17,17:53:47,1,1,0,RedAmber,C
16029,24-Jun-17,17:53:47,1,1,0,RedAmber,C
16030,24-Jun-17,17:53:47,1,1,0,RedAmber,C
16031,24-Jun-17,17:53:47,1,1,0,RedAmber,C
16032,24-Jun-17,17:53:47,1,1,0,RedAmber,C
16033,24-Jun-17,17:53:47,1,1,0,RedAmber,C
16034,24-Jun-17,17:53:47,1,1,0,RedAmber,C
16035,24-Jun-17,17:53:47,1,1,0,RedAmber,C
16036,24-Jun-17,17:53:47,1,1,0,RedAmber,C
16327,24-Jun-17,17:53:47,1,1,0,RedAmber,C
16328,24-Jun-17,17:53:47,1,1,0,RedAmber,C
16329,24-Jun-17,17:53:47,1,1,0,RedAmber,C
16330,24-Jun-17,17:53:47,1,1,0,RedAmber,C
16331,24-Jun-17,17:53:47,1,1,0,RedAmber,C
16332,24-Jun-17,17:53:47,1,1,0,RedAmber,C
16333,24-Jun-17,17:53:47,1,1,0,RedAmber,C
16334,24-Jun-17,17:53:47,1,1,0,RedAmber,C
16335,24-Jun-17,17:53:47,1,1,0,RedAmber,C
16336,24-Jun-17,17:53:47,1,1,0,RedAmber,C
16627,24-Jun-17,17:53:48,1,1,0,RedAmber,C
16628,24-Jun-17,17:53:48,1,1,0,RedAmber,C
16629,24-Jun-17,17:53:48,1,1,0,RedAmber,C
16630,24-Jun-17,17:53:48,1,1,0,RedAmber,C
16631,24-Jun-17,17:53:48,1,1,0,RedAmber,C
16632,24-Jun-17,17:53:48,1,1,0,RedAmber,C
16633,24-Jun-17,17:53:48,1,1,0,RedAmber,C
16634,24-Jun-17,17:53:48,1,1,0,RedAmber,C
16635,24-Jun-17,17:53:48,1,1,0,RedAmber,C
16636,24-Jun-17,17:53:48,1,1,0,RedAmber,C
16927,24-Jun-17,17:53:48,1,1,0,RedAmber,C
16928,24-Jun-17,17:53:48,1,1,0,RedAmber,C
16929,24-Jun-17,17:53:48,1,1,0,RedAmber,C
16930,24-Jun-17,17:53:48,1,1,0,RedAmber,C
16931,24-Jun-17,17:53:48,1,1,0,RedAmber,C
16932,24-Jun-17,17:53:48,1,1,0,RedAmber,C
16933,24-Jun-17,17:53:48,1,1,0,RedAmber,C
16934,24-Jun-17,17:53:48,1,1,0,RedAmber,C
16935,24-Jun-17,17:53:48,1,1,0,RedAmber,C
16936,24-Jun-17,17:53:48,1,1,0,RedAmber,C
17227,24-Jun-17,17:53:48,1,1,0,RedAmber,C
17228,24-Jun-17,17:53:48,1,1,0,RedAmber,C
17229,24-Jun-17,17:53:48,1,1,0,RedAmber,C
17230,24-Jun-17,17:53:48,1,1,0,RedAmber,C
17231,24-Jun-17,17:53:48,1,1,0,RedAmber,C
17232,24-Jun-17,17:53:48,1,1,0,RedAmber,C
17233,24-Jun-17,17:53:48,1,1,0,RedAmber,C
17234,24-Jun-17,17:53:48,1,1,0,RedAmber,C
17235,24-Jun-17,17:53:48,1,1,0,RedAmber,C
17236,24-Jun-17,17:53:48,1,1,0,RedAmber,C
17527,24-Jun-17,17:53:48,1,1,0,RedAmber,C
17528,24-Jun-17,17:53:48,1,1,0,RedAmber,C
17529,24-Jun-17,17:53:48,1,1,0,RedAmber,C
17530,24-Jun-17,17:53:48,1,1,0,RedAmber,C
17531,24-Jun-17,17:53:48,1,1,0,RedAmber,C
17532,24-Jun-17,17:53:48,1,1,0,RedAmber,C
17533,24-Jun-17,17:53:48,1,1,0,RedAmber,C
17534,24-Jun-17,17:53:48,1,1,0,RedAmber,C
17535,24-Jun-17,17:53:48,1,1,0,RedAmber,C
17536,24-Jun-17,17:53:48,1,1,0,RedAmber,C
17827,24-Jun-17,17:53:49,1,1,0,RedAmber,C
17828,24-Jun-17,17:53:49,1,1,0,RedAmber,C
17829,24-Jun-17,17:53:49,1,1,0,RedAmber,C
17830,24-Jun-17,17:53:49,1,1,0,RedAmber,C
17831,24-Jun-17,17:53:49,1,1,0,RedAmber,C
17832,24-Jun-17,17:53:49,1,1,0,RedAmber,C
17833,24-Jun-17,17:53:49,1,1,0,RedAmber,C
17834,24-Jun-17,17:53:49,1,1,0,RedAmber,C
17835,24-Jun-17,17:53:49,1,1,0,RedAmber,C
17836,24-Jun-17,17:53:49,1,1,0,RedAmber,C
18127,24-Jun-17,17:53:49,1,1,0,RedAmber,C
18128,24-Jun-17,17:53:49,1,1,0,RedAmber,C
18129,24-Jun-17,17:53:49,1,1,0,RedAmber,C
18130,24-Jun-17,17:53:49,1,1,0,RedAmber,C
18131,24-Jun-17,17:53:49,1,1,0,RedAmber,C
18132,24-Jun-17,17:53:49,1,1,0,RedAmber,C
18133,24-Jun-17,17:53:49,1,1,0,RedAmber,C
18134,24-Jun-17,17:53:49,1,1,0,RedAmber,C
18135,24-Jun-17,17:53:49,1,1,0,RedAmber,C
18136,24-Jun-17,17:53:49,1,1,0,RedAmber,C
18427,24-Jun-17,17:53:49,1,1,0,RedAmber,C
18428,24-Jun-17,17:53:49,1,1,0,RedAmber,C
18429,24-Jun-17,17:53:49,1,1,0,RedAmber,C
18430,24-Jun-17,17:53:49,1,1,0,RedAmber,C
18431,24-Jun-17,17:53:49,1,1,0,RedAmber,C
18432,24-Jun-17,17:53:49,1,1,0,RedAmber,C
18433,24-Jun-17,17:53:49,1,1,0,RedAmber,C
18434,24-Jun-17,17:53:49,1,1,0,RedAmber,C
18435,24-Jun-17,17:53:49,1,1,0,RedAmber,C
18436,24-Jun-17,17:53:49,1,1,0,RedAmber,C
18727,24-Jun-17,17:53:49,1,1,0,RedAmber,C
18728,24-Jun-17,17:53:49,1,1,0,RedAmber,C
18729,24-Jun-17,17:53:49,1,1,0,RedAmber,C
18730,24-Jun-17,17:53:49,1,1,0,RedAmber,C
18731,24-Jun-17,17:53:49,1,1,0,RedAmber,C
18732,24-Jun-17,17:53:49,1,1,0,RedAmber,C
18733,24-Jun-17,17:53:49,1,1,0,RedAmber,C
18734,24-Jun-17,17:53:49,1,1,0,RedAmber,C
18735,24-Jun-17,17:53:49,1,1,0,RedAmber,C
18736,24-Jun-17,17:53:49,1,1,0,RedAmber,C
19027,24-Jun-17,17:53:49,1,1,0,RedAmber,C
19028,24-Jun-17,17:53:49,1,1,0,RedAmber,C
19029,24-Jun-17,17:53:49,1,1,0,RedAmber,C
19030,24-Jun-17,17:53:49,1,1,0,RedAmber,C
19031,24-Jun-17,17:53:49,1,1,0,RedAmber,C
19032,24-Jun-17,17:53:49,1,1,0,RedAmber,C
19033,24-Jun-17,17:53:49,1,1,0,RedAmber,C
19034,24-Jun-17,17:53:49,1,1,0,RedAmber,C
19035,24-Jun-17,17:53:49,1,1,0,RedAmber,C
19036,24-Jun-17,17:53:49,1,1,0,RedAmber,C
