,Date,Time,Aspect 0 of Phase F  State,Aspect 1 of Phase F  State,Aspect 2 of Phase F  State,Result,Phase
334,24-Jun-17,16:50:40,1,1,0,RedAmber,F
335,24-Jun-17,16:50:40,1,1,0,RedAmber,F
336,24-Jun-17,16:50:40,1,1,0,RedAmber,F
337,24-Jun-17,16:50:40,1,1,0,RedAmber,F
338,24-Jun-17,16:50:40,1,1,0,RedAmber,F
339,24-Jun-17,16:50:41,1,1,0,RedAmber,F
340,24-Jun-17,16:50:41,1,1,0,RedAmber,F
341,24-Jun-17,16:50:41,1,1,0,RedAmber,F
342,24-Jun-17,16:50:41,1,1,0,RedAmber,F
343,24-Jun-17,16:50:41,1,1,0,RedAmber,F
344,24-Jun-17,16:50:42,1,1,0,RedAmber,F
345,24-Jun-17,16:50:42,1,1,0,RedAmber,F
346,24-Jun-17,16:50:42,1,1,0,RedAmber,F
347,24-Jun-17,16:50:42,1,1,0,RedAmber,F
348,24-Jun-17,16:50:43,1,1,0,RedAmber,F
349,24-Jun-17,16:50:43,1,1,0,RedAmber,F
350,24-Jun-17,16:50:43,1,1,0,RedAmber,F
351,24-Jun-17,16:50:43,1,1,0,RedAmber,F
352,24-Jun-17,16:50:43,1,1,0,RedAmber,F
353,24-Jun-17,16:50:44,1,1,0,RedAmber,F
354,24-Jun-17,16:50:44,1,1,0,RedAmber,F
355,24-Jun-17,16:50:44,1,1,0,RedAmber,F
356,24-Jun-17,16:50:44,1,1,0,RedAmber,F
357,24-Jun-17,16:50:44,1,1,0,RedAmber,F
358,24-Jun-17,16:50:44,1,1,0,RedAmber,F
359,24-Jun-17,16:50:45,1,1,0,RedAmber,F
360,24-Jun-17,16:50:45,1,1,0,RedAmber,F
361,24-Jun-17,16:50:45,1,1,0,RedAmber,F
362,24-Jun-17,16:50:45,1,1,0,RedAmber,F
363,24-Jun-17,16:50:46,1,1,0,RedAmber,F
364,24-Jun-17,16:50:46,1,1,0,RedAmber,F
365,24-Jun-17,16:50:46,1,1,0,RedAmber,F
366,24-Jun-17,16:50:46,1,1,0,RedAmber,F
367,24-Jun-17,16:50:46,1,1,0,RedAmber,F
368,24-Jun-17,16:50:47,1,1,0,RedAmber,F
369,24-Jun-17,16:50:47,1,1,0,RedAmber,F
370,24-Jun-17,16:50:47,1,1,0,RedAmber,F
371,24-Jun-17,16:50:47,1,1,0,RedAmber,F
372,24-Jun-17,16:50:48,1,1,0,RedAmber,F
373,24-Jun-17,16:50:48,1,1,0,RedAmber,F
374,24-Jun-17,16:50:48,1,1,0,RedAmber,F
375,24-Jun-17,16:50:48,1,1,0,RedAmber,F
376,24-Jun-17,16:50:48,1,1,0,RedAmber,F
377,24-Jun-17,16:50:48,1,1,0,RedAmber,F
