,Date,Time,Aspect 0 of Phase D  State,Aspect 1 of Phase D  State,Aspect 2 of Phase D  State,Result,Phase
1651,24-Jun-17,16:55:03,0,0,1,Green,D
1652,24-Jun-17,16:55:03,0,0,1,Green,D
1653,24-Jun-17,16:55:04,0,0,1,Green,D
1654,24-Jun-17,16:55:04,0,0,1,Green,D
1655,24-Jun-17,16:55:04,0,0,1,Green,D
1656,24-Jun-17,16:55:04,0,0,1,Green,D
1657,24-Jun-17,16:55:04,0,0,1,Green,D
1658,24-Jun-17,16:55:05,0,0,1,Green,D
1659,24-Jun-17,16:55:05,0,0,1,Green,D
1660,24-Jun-17,16:55:05,0,0,1,Green,D
1661,24-Jun-17,16:55:05,0,0,1,Green,D
1662,24-Jun-17,16:55:06,0,0,1,Green,D
1663,24-Jun-17,16:55:06,0,0,1,Green,D
1664,24-Jun-17,16:55:06,0,0,1,Green,D
1665,24-Jun-17,16:55:06,0,0,1,Green,D
1666,24-Jun-17,16:55:06,0,0,1,Green,D
1667,24-Jun-17,16:55:06,0,0,1,Green,D
1668,24-Jun-17,16:55:06,0,0,1,Green,D
1669,24-Jun-17,16:55:07,0,0,1,Green,D
1670,24-Jun-17,16:55:07,0,0,1,Green,D
1671,24-Jun-17,16:55:07,0,0,1,Green,D
1672,24-Jun-17,16:55:07,0,0,1,Green,D
1673,24-Jun-17,16:55:08,0,0,1,Green,D
1674,24-Jun-17,16:55:08,0,0,1,Green,D
1675,24-Jun-17,16:55:08,0,0,1,Green,D
1676,24-Jun-17,16:55:08,0,0,1,Green,D
1677,24-Jun-17,16:55:08,0,0,1,Green,D
1678,24-Jun-17,16:55:09,0,0,1,Green,D
1679,24-Jun-17,16:55:09,0,0,1,Green,D
1680,24-Jun-17,16:55:09,0,0,1,Green,D
1681,24-Jun-17,16:55:09,0,0,1,Green,D
1942,24-Jun-17,16:56:02,0,0,1,Green,D
1943,24-Jun-17,16:56:02,0,0,1,Green,D
1944,24-Jun-17,16:56:02,0,0,1,Green,D
1945,24-Jun-17,16:56:02,0,0,1,Green,D
1946,24-Jun-17,16:56:02,0,0,1,Green,D
1947,24-Jun-17,16:56:02,0,0,1,Green,D
1948,24-Jun-17,16:56:02,0,0,1,Green,D
1949,24-Jun-17,16:56:03,0,0,1,Green,D
1950,24-Jun-17,16:56:03,0,0,1,Green,D
1951,24-Jun-17,16:56:03,0,0,1,Green,D
1952,24-Jun-17,16:56:03,0,0,1,Green,D
1953,24-Jun-17,16:56:04,0,0,1,Green,D
1954,24-Jun-17,16:56:04,0,0,1,Green,D
1955,24-Jun-17,16:56:04,0,0,1,Green,D
1956,24-Jun-17,16:56:04,0,0,1,Green,D
1957,24-Jun-17,16:56:04,0,0,1,Green,D
1958,24-Jun-17,16:56:05,0,0,1,Green,D
1959,24-Jun-17,16:56:05,0,0,1,Green,D
1960,24-Jun-17,16:56:05,0,0,1,Green,D
1961,24-Jun-17,16:56:05,0,0,1,Green,D
1962,24-Jun-17,16:56:05,0,0,1,Green,D
1963,24-Jun-17,16:56:05,0,0,1,Green,D
1964,24-Jun-17,16:56:06,0,0,1,Green,D
1965,24-Jun-17,16:56:06,0,0,1,Green,D
1966,24-Jun-17,16:56:06,0,0,1,Green,D
1967,24-Jun-17,16:56:06,0,0,1,Green,D
1968,24-Jun-17,16:56:06,0,0,1,Green,D
1969,24-Jun-17,16:56:07,0,0,1,Green,D
1970,24-Jun-17,16:56:07,0,0,1,Green,D
1971,24-Jun-17,16:56:07,0,0,1,Green,D
1972,24-Jun-17,16:56:07,0,0,1,Green,D
