,Date,Time,Aspect 0 of Phase F  State,Aspect 1 of Phase F  State,Aspect 2 of Phase F  State,Result,Phase
700,24-Jun-17,16:51:53,1,0,0,Red,F
701,24-Jun-17,16:51:53,1,0,0,Red,F
702,24-Jun-17,16:51:54,1,0,0,Red,F
703,24-Jun-17,16:51:54,1,0,0,Red,F
704,24-Jun-17,16:51:54,1,0,0,Red,F
705,24-Jun-17,16:51:54,1,0,0,Red,F
706,24-Jun-17,16:51:55,1,0,0,Red,F
707,24-Jun-17,16:51:55,1,0,0,Red,F
708,24-Jun-17,16:51:55,1,0,0,Red,F
709,24-Jun-17,16:51:55,1,0,0,Red,F
710,24-Jun-17,16:51:55,1,0,0,Red,F
711,24-Jun-17,16:51:55,1,0,0,Red,F
712,24-Jun-17,16:51:55,1,0,0,Red,F
713,24-Jun-17,16:51:56,1,0,0,Red,F
714,24-Jun-17,16:51:56,1,0,0,Red,F
715,24-Jun-17,16:51:56,1,0,0,Red,F
716,24-Jun-17,16:51:56,1,0,0,Red,F
717,24-Jun-17,16:51:56,1,0,0,Red,F
718,24-Jun-17,16:51:57,1,0,0,Red,F
719,24-Jun-17,16:51:57,1,0,0,Red,F
720,24-Jun-17,16:51:57,1,0,0,Red,F
721,24-Jun-17,16:51:57,1,0,0,Red,F
722,24-Jun-17,16:51:58,1,0,0,Red,F
723,24-Jun-17,16:51:58,1,0,0,Red,F
724,24-Jun-17,16:51:58,1,0,0,Red,F
725,24-Jun-17,16:51:58,1,0,0,Red,F
726,24-Jun-17,16:51:59,1,0,0,Red,F
727,24-Jun-17,16:51:59,1,0,0,Red,F
728,24-Jun-17,16:51:59,1,0,0,Red,F
729,24-Jun-17,16:51:59,1,0,0,Red,F
730,24-Jun-17,16:51:59,1,0,0,Red,F
731,24-Jun-17,16:51:59,1,0,0,Red,F
732,24-Jun-17,16:51:59,1,0,0,Red,F
733,24-Jun-17,16:52:00,1,0,0,Red,F
734,24-Jun-17,16:52:00,1,0,0,Red,F
735,24-Jun-17,16:52:00,1,0,0,Red,F
736,24-Jun-17,16:52:00,1,0,0,Red,F
737,24-Jun-17,16:52:01,1,0,0,Red,F
738,24-Jun-17,16:52:01,1,0,0,Red,F
739,24-Jun-17,16:52:01,1,0,0,Red,F
740,24-Jun-17,16:52:01,1,0,0,Red,F
741,24-Jun-17,16:52:01,1,0,0,Red,F
742,24-Jun-17,16:52:02,1,0,0,Red,F
743,24-Jun-17,16:52:02,1,0,0,Red,F
744,24-Jun-17,16:52:02,1,0,0,Red,F
745,24-Jun-17,16:52:02,1,0,0,Red,F
746,24-Jun-17,16:52:03,1,0,0,Red,F
747,24-Jun-17,16:52:03,1,0,0,Red,F
748,24-Jun-17,16:52:03,1,0,0,Red,F
749,24-Jun-17,16:52:03,1,0,0,Red,F
750,24-Jun-17,16:52:03,1,0,0,Red,F
751,24-Jun-17,16:52:03,1,0,0,Red,F
752,24-Jun-17,16:52:03,1,0,0,Red,F
753,24-Jun-17,16:52:04,1,0,0,Red,F
754,24-Jun-17,16:52:04,1,0,0,Red,F
755,24-Jun-17,16:52:04,1,0,0,Red,F
756,24-Jun-17,16:52:04,1,0,0,Red,F
757,24-Jun-17,16:52:05,1,0,0,Red,F
758,24-Jun-17,16:52:05,1,0,0,Red,F
759,24-Jun-17,16:52:05,1,0,0,Red,F
760,24-Jun-17,16:52:05,1,0,0,Red,F
761,24-Jun-17,16:52:05,1,0,0,Red,F
762,24-Jun-17,16:52:06,1,0,0,Red,F
